epoch,acc,loss,lr,val_acc,val_loss
0,0.6672000288963318,37.22432068481445,0.003000000026077032,0.6577181220054626,19.418097019195557
1,0.7039999961853027,13.062574478149415,0.003000000026077032,0.6577181220054626,9.603764295578003
2,0.7039999961853027,7.286497775268555,0.003000000026077032,0.6577181220054626,2.3478562235832214
3,0.6776000261306763,4.865487506103515,0.003000000026077032,0.34228187799453735,3.9154415925343833
4,0.6679999828338623,4.165352110290527,0.003000000026077032,0.6577181220054626,3.2101954023043313
5,0.6895999908447266,2.2458059379577637,0.003000000026077032,0.6577181220054626,1.6706100900967915
6,0.7039999961853027,1.3373742540359497,0.003000000026077032,0.6577181220054626,1.2155954043070476
7,0.7039999961853027,1.2058139827728271,0.003000000026077032,0.6577181220054626,1.1882765491803486
8,0.7039999961853027,1.0291795297622681,0.003000000026077032,0.6577181220054626,1.1522297064463298
9,0.7039999961853027,1.019222500228882,0.003000000026077032,0.6577181220054626,1.0228160321712494
10,0.7319999933242798,0.8313420257568359,0.003000000026077032,0.34228187799453735,1.0197405417760212
11,0.7928000092506409,0.777037638092041,0.003000000026077032,0.34228187799453735,1.0329088767369587
12,0.7423999905586243,0.830869387626648,0.003000000026077032,0.34228187799453735,0.9661765396595001
13,0.7663999795913696,0.765933729171753,0.003000000026077032,0.34228187799453735,0.8927054107189178
14,0.7712000012397766,0.726094246673584,0.003000000026077032,0.34228187799453735,0.8973443259795507
15,0.7839999794960022,0.7045514755249024,0.003000000026077032,0.34228187799453735,0.9197500000397364
16,0.7639999985694885,0.7711110054016114,0.003000000026077032,0.6577181220054626,0.9116940399010977
17,0.774399995803833,0.6986718989372254,0.001500000013038516,0.34228187799453735,0.8359210143486658
18,0.7656000256538391,0.6472324963569641,0.001500000013038516,0.34228187799453735,0.810227781534195
19,0.7975999712944031,0.6108613794326783,0.001500000013038516,0.34228187799453735,0.810576597849528
20,0.7728000283241272,0.6117094284057617,0.001500000013038516,0.34362417459487915,0.8005497753620148
