epoch,acc,loss,lr,val_acc,val_loss
0,0.7052797675132751,82.4654539046652,0.003000000026077032,0.6572580933570862,19.547515948613484
1,0.710007905960083,11.251400025460173,0.003000000026077032,0.6572580933570862,8.0541823108991
2,0.710007905960083,6.2304344864883605,0.003000000026077032,0.6572580933570862,6.244146366914113
3,0.39558708667755127,22.146158654263303,0.003000000026077032,0.3427419364452362,23.183938026428223
4,0.2899921238422394,17.46651722146734,0.003000000026077032,0.3427419364452362,12.970462083816528
5,0.4799054265022278,11.500331209060993,0.003000000026077032,0.6572580933570862,10.091034849484762
6,0.7092198729515076,7.684554837274213,0.001500000013038516,0.6572580933570862,7.236321369806926
7,0.7155240178108215,6.225274908908998,0.001500000013038516,0.6572580933570862,6.938401222229004
8,0.7848699688911438,5.50635328585938,0.001500000013038516,0.6572580933570862,6.624108612537384
9,0.8219069838523865,3.5243426011809222,0.000750000006519258,0.6572580933570862,3.500600814819336
10,0.8376674652099609,2.1491989255233297,0.000750000006519258,0.6572580933570862,3.2255949079990387
11,0.8589440584182739,1.7810606702845146,0.000750000006519258,0.6572580933570862,2.020231679081917
12,0.8557919859886169,1.621791340404838,0.000750000006519258,0.6559139490127563,2.064370190103849
13,0.8668242692947388,1.514831092622545,0.000750000006519258,0.6572580933570862,2.4326274593671164
14,0.8644602298736572,1.443120673381033,0.000750000006519258,0.6263440847396851,1.702757328748703
15,0.8802206516265869,1.2873300822162552,0.000750000006519258,0.649193525314331,1.647354354461034
16,0.86052006483078,1.2170792621735798,0.000750000006519258,0.6572580933570862,1.6318496316671371
17,0.8557919859886169,1.1374138207582154,0.000750000006519258,0.6545698642730713,1.4449406365553539
18,0.8865247964859009,1.1019669859497636,0.000750000006519258,0.6518816947937012,1.4663080076376598
19,0.8794326186180115,1.0525181151638827,0.000750000006519258,0.6532257795333862,1.4036920766035716
20,0.8794326186180115,1.061501959724817,0.000750000006519258,0.6572580933570862,1.4265436331431072
21,0.8991332054138184,1.0820365179421114,0.000750000006519258,0.6666666865348816,1.484294171134631
22,0.8849487900733948,1.0106769438518888,0.000750000006519258,0.6572580933570862,1.503575359781583
23,0.8920409679412842,0.8856338598861574,0.000375000003259629,0.6706989407539368,1.357702265183131
24,0.8959810733795166,0.8087815271295649,0.000375000003259629,0.6693548560142517,1.4224573497970898
25,0.9109535217285156,0.7639334270388616,0.000375000003259629,0.6733871102333069,1.310072163740794
26,0.9046493172645569,0.7214071098700389,0.000375000003259629,0.6747311949729919,1.242031566798687
27,0.9022852778434753,0.6910881236183822,0.000375000003259629,0.7594085931777954,0.9730570639173189
28,0.9156816601753235,0.6625918428948585,0.000375000003259629,0.774193525314331,0.9461426908771197
29,0.9038612842559814,0.6207263552362849,0.000375000003259629,0.8145161271095276,0.791426466157039
30,0.9164696335792542,0.6116555078561331,0.000375000003259629,0.7876344323158264,0.9258830919861794
31,0.9030733108520508,0.626090151174882,0.000375000003259629,0.8844085931777954,0.684123769402504
32,0.8936170339584351,0.6740120378322165,0.000375000003259629,0.9045698642730713,0.6909729465842247
33,0.896769106388092,0.6644818008274803,0.000375000003259629,0.8817204236984253,0.707805751512448
34,0.9054373502731323,0.6328136985277547,0.000375000003259629,0.8844085931777954,0.6768814424673716
35,0.9014972448348999,0.6394921941396474,0.000375000003259629,0.8817204236984253,0.6846224144101143
