epoch,acc,loss,lr,val_acc,val_loss
0,0.6696000099182129,280.33453154296876,0.0003000000142492354,0.6577181220054626,241.4729232788086
1,0.6880000233650208,207.53836164550782,0.0003000000142492354,0.62684565782547,175.8374869028727
2,0.6904000043869019,150.83654404296874,0.0003000000142492354,0.6577181220054626,128.81329822540283
3,0.7039999961853027,110.51840354003906,0.0003000000142492354,0.6577181220054626,95.30609893798828
4,0.7039999961853027,82.30221170654296,0.0003000000142492354,0.6577181220054626,71.12742233276367
5,0.7039999961853027,61.6880806640625,0.0003000000142492354,0.6577181220054626,53.70470825831095
6,0.7039999961853027,46.670855389404295,0.0003000000142492354,0.6577181220054626,41.208944161732994
7,0.7039999961853027,35.710513592529296,0.0003000000142492354,0.6577181220054626,31.88138723373413
8,0.7039999961853027,27.827830603027344,0.0003000000142492354,0.6577181220054626,25.298712809880573
9,0.7039999961853027,22.002147619628907,0.0003000000142492354,0.6577181220054626,20.358012835184734
10,0.704800009727478,18.029633462524416,0.0003000000142492354,0.6577181220054626,17.490705251693726
11,0.7056000232696533,15.330976803588868,0.0003000000142492354,0.6577181220054626,14.678582866986593
12,0.7031999826431274,12.909622463226318,0.0003000000142492354,0.6577181220054626,12.544896006584167
13,0.7056000232696533,11.059428379821778,0.0003000000142492354,0.6577181220054626,11.011879603068033
14,0.6776000261306763,10.6364819190979,0.0003000000142492354,0.6577181220054626,11.278724670410156
15,0.7080000042915344,9.929254808044433,0.0003000000142492354,0.6161074042320251,10.921260952949524
16,0.7039999961853027,9.1079322265625,0.0003000000142492354,0.6577181220054626,9.678395430246988
17,0.7039999961853027,8.47084467010498,0.0003000000142492354,0.6577181220054626,8.937138259410858
18,0.7039999961853027,7.794159214019776,0.0003000000142492354,0.6577181220054626,8.199720104535421
19,0.7039999961853027,7.302132643127441,0.0003000000142492354,0.6577181220054626,7.766482134660085
20,0.7031999826431274,6.9953013587951665,0.0003000000142492354,0.6577181220054626,7.623286545276642
21,0.7039999961853027,6.741873130607605,0.0003000000142492354,0.6577181220054626,7.273318926493327
22,0.704800009727478,6.459571033477784,0.0003000000142492354,0.6577181220054626,7.091420869032542
23,0.7039999961853027,6.263060667991638,0.0003000000142492354,0.6577181220054626,7.011006057262421
24,0.7039999961853027,6.08656362323761,0.0003000000142492354,0.6577181220054626,6.889689842859904
25,0.6312000155448914,3.762223173904419,0.0003000000142492354,0.6295301914215088,3.6407742301623025
26,0.6944000124931335,3.1793035491943358,0.0003000000142492354,0.7167785167694092,3.0813011825084686
27,0.758400022983551,2.83489807472229,0.0003000000142492354,0.6577181220054626,7.180267890294393
28,0.7440000176429749,2.717392892074585,0.0003000000142492354,0.6577181220054626,7.031520227591197
29,0.7559999823570251,2.1030385871887205,0.0003000000142492354,0.5261744856834412,2.5196520388126373
30,0.800000011920929,1.8636631172180176,0.0003000000142492354,0.4885905981063843,2.187914644678434
