epoch,acc,loss,lr,val_acc,val_loss
0,0.5974248647689819,1.6357658746416477,9.999999747378752e-06,0.6427481174468994,0.9934357887222653
1,0.6360514760017395,1.0743745413972585,9.999999747378752e-06,0.6519083976745605,0.7331355739207495
2,0.6137338876724243,0.9990819811309356,9.999999747378752e-06,0.6427481174468994,0.7470140485536485
3,0.6643776893615723,0.7986495496889041,9.999999747378752e-06,0.6625953912734985,0.6268614090624309
4,0.6309012770652771,0.8216410998111119,9.999999747378752e-06,0.6732824444770813,0.6107876882666633
5,0.6497853994369507,0.8021309372693173,9.999999747378752e-06,0.676335871219635,0.5781300550415402
6,0.6454935669898987,0.7564366223986057,9.999999747378752e-06,0.6809160113334656,0.5830318615550086
7,0.6729613542556763,0.6823735243261116,9.999999747378752e-06,0.6916030645370483,0.5744302897226243
8,0.701287567615509,0.6601962257352509,9.999999747378752e-06,0.7236641049385071,0.565292246284939
9,0.6678111553192139,0.6444806192054258,9.999999747378752e-06,0.7206106781959534,0.5613982918716612
10,0.7064377665519714,0.6111809416901912,9.999999747378752e-06,0.743511438369751,0.5442639702842349
11,0.7218884229660034,0.575329365149588,9.999999747378752e-06,0.7572519183158875,0.5289864199502128
12,0.736480712890625,0.564082402221123,9.999999747378752e-06,0.7633587718009949,0.5295659999052683
13,0.716738224029541,0.58159526704207,9.999999747378752e-06,0.7709923386573792,0.5098167416595277
14,0.7442060112953186,0.534408613028956,9.999999747378752e-06,0.7740458250045776,0.5026773881344568
15,0.7459227442741394,0.5142154649091892,9.999999747378752e-06,0.7755725383758545,0.4829773221697126
16,0.788841187953949,0.47638713433507174,9.999999747378752e-06,0.7694656252861023,0.47386679195222403
17,0.7854077219963074,0.48781235128513223,9.999999747378752e-06,0.7740458250045776,0.46334588527679443
18,0.7768240571022034,0.47045694809614846,9.999999747378752e-06,0.7832061052322388,0.45558137269247145
19,0.7854077219963074,0.4613733946509627,9.999999747378752e-06,0.7862595319747925,0.4396830740429106
20,0.8145923018455505,0.4408040851482506,9.999999747378752e-06,0.800000011920929,0.42512813210487366
21,0.8051502108573914,0.4343869413429064,9.999999747378752e-06,0.8106870055198669,0.411628368354979
22,0.8240343332290649,0.3816204098161198,9.999999747378752e-06,0.8167939186096191,0.3999094118674596
23,0.8145923018455505,0.4138863731863161,9.999999747378752e-06,0.8137404322624207,0.40251197417577106
24,0.8480686545372009,0.35853432022962445,9.999999747378752e-06,0.8137404322624207,0.39936941862106323
25,0.8420600891113281,0.340651952018042,9.999999747378752e-06,0.8122137188911438,0.3903852424451283
26,0.8515021204948425,0.37182787019807384,9.999999747378752e-06,0.8213740587234497,0.3823840014991306
27,0.8738197684288025,0.30603194487453017,9.999999747378752e-06,0.8305343389511108,0.3862279412292299
28,0.8626609444618225,0.3199181373538889,9.999999747378752e-06,0.829007625579834,0.3803424813917705
29,0.8703862428665161,0.3082017917489801,9.999999747378752e-06,0.8244274854660034,0.3769566523177283
30,0.8660944104194641,0.31180485860472584,9.999999747378752e-06,0.8335877656936646,0.36837479897907804
31,0.8849785327911377,0.27413359542773,9.999999747378752e-06,0.8320610523223877,0.3809474124794915
32,0.9150214791297913,0.21968579282064807,9.999999747378752e-06,0.8381679654121399,0.3729707964119457
33,0.9072961211204529,0.24545128786768525,9.999999747378752e-06,0.8442748188972473,0.3744963570719674
34,0.9021459221839905,0.2538685146319508,9.999999747378752e-06,0.847328245639801,0.38046897131772267
35,0.9081544876098633,0.22420910141498746,9.999999747378752e-06,0.8458015322685242,0.3792095673935754
36,0.9150214791297913,0.2169190021031916,9.999999747378752e-06,0.8427481055259705,0.3825085964940843
37,0.9158798456192017,0.22363323883948918,9.999999747378752e-06,0.847328245639801,0.37876734137535095
38,0.9133047461509705,0.22614728593519318,9.999999747378752e-06,0.8519083857536316,0.3793697676488331
39,0.9356223344802856,0.1906597735544131,9.999999747378752e-06,0.847328245639801,0.394703236364183
40,0.9347639679908752,0.17964729602756419,9.999999747378752e-06,0.8458015322685242,0.3984455129220372
41,0.9339056015014648,0.1782653147058937,9.999999747378752e-06,0.8519083857536316,0.3935033196494693
42,0.9253218770027161,0.19432743015207446,9.999999747378752e-06,0.8549618124961853,0.38854761066890897
43,0.9278969764709473,0.20371713397840574,9.999999747378752e-06,0.847328245639801,0.4084154615799586
44,0.9339056015014648,0.17600562229688588,9.999999747378752e-06,0.8534350991249084,0.40872358424322947
45,0.9450643658638,0.14379150580950562,9.999999747378752e-06,0.8549618124961853,0.42337479602013317
46,0.9467810988426208,0.13993177191382314,9.999999747378752e-06,0.8564885258674622,0.4307828332696642
47,0.9347639679908752,0.1682954827667306,9.999999747378752e-06,0.8519083857536316,0.43658064163866495
48,0.940772533416748,0.1697072356043967,9.999999747378752e-06,0.8519083857536316,0.42344739607402254
49,0.9450643658638,0.1404206509242242,9.999999747378752e-06,0.8534350991249084,0.41397772871312644
50,0.9536480903625488,0.14505702364598222,9.999999747378752e-06,0.8534350991249084,0.43962882175332024
51,0.9596566557884216,0.12585927909280098,9.999999747378752e-06,0.8564885258674622,0.4490972920542672
52,0.949356198310852,0.14743562750038672,9.999999747378752e-06,0.8549618124961853,0.44781299219245
53,0.9442059993743896,0.1635162664713266,9.999999747378752e-06,0.8610687255859375,0.4516138654379618
54,0.9502145648002625,0.1300151606741893,9.999999747378752e-06,0.8625954389572144,0.440577500632831
55,0.9579399228096008,0.12262606292067679,9.999999747378752e-06,0.8595420122146606,0.4486172752720969
56,0.9587982892990112,0.11611913972146522,9.999999747378752e-06,0.8595420122146606,0.45702557265758514
57,0.9570815563201904,0.11295739542133307,9.999999747378752e-06,0.8625954389572144,0.4716262874149141
58,0.9639484882354736,0.10068373980696109,9.999999747378752e-06,0.8595420122146606,0.4845452095781054
59,0.9527897238731384,0.12482763342079686,9.999999747378752e-06,0.8641221523284912,0.4831510846103941
60,0.951931357383728,0.12567298968718288,9.999999747378752e-06,0.8702290058135986,0.4769076591446286
Test accuracy: 0.8702290058135986
