epoch,acc,loss,lr,val_acc,val_loss
0,0.6847911477088928,80.08361519406967,0.0003000000142492354,0.6572580933570862,54.26087506612142
1,0.7052797675132751,38.379917986473764,0.0003000000142492354,0.6572580933570862,25.359384377797443
2,0.7107958793640137,17.905899743755754,0.0003000000142492354,0.6572580933570862,11.95006275177002
3,0.7107958793640137,8.606541774139524,0.0003000000142492354,0.6572580933570862,5.948886394500732
4,0.6792750358581543,4.56543991263219,0.0003000000142492354,0.6572580933570862,3.3889907896518707
5,0.7675334811210632,2.7560806712172368,0.0003000000142492354,0.7903226017951965,2.3358644942442575
6,0.8219069838523865,1.993432750093176,0.0003000000142492354,0.8346773982048035,1.7191662639379501
7,0.8660362362861633,1.5372705637140478,0.0003000000142492354,0.8561828136444092,1.4179252684116364
8,0.8810086846351624,1.2675572944683198,0.0003000000142492354,0.8655914068222046,1.197512020667394
9,0.8731284737586975,1.1501553692716233,0.0003000000142492354,0.8467742204666138,1.0870184302330017
10,0.8959810733795166,0.9433986994109819,0.0003000000142492354,0.8682795763015747,0.9552986199657122
11,0.9141055941581726,0.7883180429655515,0.0003000000142492354,0.8440860509872437,0.9767698720097542
12,0.8975571393966675,0.7401729669037346,0.0003000000142492354,0.8548387289047241,0.8869268074631691
13,0.9133175611495972,0.6439078159929731,0.0003000000142492354,0.8629032373428345,0.8010618959863981
14,0.921197772026062,0.5639111513787127,0.0003000000142492354,0.8575268983840942,0.8453346317013105
15,0.9133175611495972,0.5058274821938259,0.0003000000142492354,0.8548387289047241,0.7512433168788751
16,0.9172576665878296,0.4692843007797139,0.0003000000142492354,0.8360214829444885,0.7263256013393402
17,0.9416863918304443,0.37237662208465444,0.0003000000142492354,0.8575268983840942,0.6322467774152756
18,0.9298660159111023,0.37741078564367303,0.0003000000142492354,0.8494623899459839,0.6052143660684427
19,0.9314420819282532,0.3531937518628964,0.0003000000142492354,0.8615591526031494,0.5608445989588896
20,0.9535067081451416,0.26868581222304216,0.0003000000142492354,0.8655914068222046,0.6563995393613974
21,0.9416863918304443,0.27424110786899797,0.0003000000142492354,0.8575268983840942,0.6503079428027073
22,0.9472025036811829,0.2632449819545656,0.0003000000142492354,0.8736559152603149,0.5196232708791891
23,0.9440504312515259,0.23133482833938207,0.0003000000142492354,0.8494623899459839,0.8017759341746569
24,0.9472025036811829,0.21769331300512273,0.0003000000142492354,0.8696236610412598,0.5168303822477659
25,0.9535067081451416,0.19759742580970693,0.0003000000142492354,0.8467742204666138,0.6358971366037925
26,0.9503546357154846,0.18630653885145465,0.0003000000142492354,0.8454301357269287,0.6045323529591163
27,0.9558707475662231,0.1708547786946744,0.0003000000142492354,0.8655914068222046,0.5834108634541432
28,0.954294741153717,0.15715519049394966,0.0001500000071246177,0.8629032373428345,0.669900116045028
29,0.9645389914512634,0.13892967242768095,0.0001500000071246177,0.8534946441650391,0.6241810011367003
30,0.9645389914512634,0.15586534293971727,0.0001500000071246177,0.8279569745063782,0.6501047238707542
31,0.9669030904769897,0.12691470002498656,7.500000356230885e-05,0.852150559425354,0.749902872989575
32,0.9692671298980713,0.11022530046384856,7.500000356230885e-05,0.8629032373428345,0.7154404876443247
33,0.9747833013534546,0.09526967953001073,7.500000356230885e-05,0.8615591526031494,0.90322888456285
34,0.9795114398002625,0.09423287707205548,3.7500001781154424e-05,0.8575268983840942,0.7431729442129532
35,0.981875479221344,0.09164308948872407,3.7500001781154424e-05,0.8655914068222046,0.8060850178201994
36,0.9834515452384949,0.08354100474604854,3.7500001781154424e-05,0.8615591526031494,0.8544853914839526
37,0.981875479221344,0.0835575552685135,1.8750000890577212e-05,0.8548387289047241,0.9169959798455238
38,0.9866036176681519,0.07905491245976577,1.8750000890577212e-05,0.8548387289047241,0.9938313358773788
39,0.9810874462127686,0.07687458237434955,1.8750000890577212e-05,0.850806474685669,0.999436266720295
40,0.9873916506767273,0.07625576682899579,9.375000445288606e-06,0.8454301357269287,0.9771288838237524
41,0.9826635122299194,0.07786062528607506,9.375000445288606e-06,0.850806474685669,1.031949478512009
42,0.9866036176681519,0.07736658485176245,9.375000445288606e-06,0.8494623899459839,0.9696668721735477
43,0.985027551651001,0.07873512092622553,4.687500222644303e-06,0.8481183052062988,0.952936044583718
44,0.9842395782470703,0.07925321508736194,4.687500222644303e-06,0.8467742204666138,1.0079910022517045
45,0.9873916506767273,0.07307754449951452,4.687500222644303e-06,0.8481183052062988,0.9995414176955819
46,0.9881796836853027,0.06969521583958439,2.3437501113221515e-06,0.8534946441650391,0.9979422405983011
47,0.9905437231063843,0.06750469244400097,2.3437501113221515e-06,0.8534946441650391,1.0153918576737244
48,0.9873916506767273,0.07128900163891373,2.3437501113221515e-06,0.8494623899459839,1.0720598300298054
49,0.9858155846595764,0.07216386221073291,1.1718750556610757e-06,0.8494623899459839,1.0166599308140576
50,0.9842395782470703,0.07268323749303818,1.1718750556610757e-06,0.850806474685669,1.0682267745335896
51,0.9881796836853027,0.07364221083967586,1.1718750556610757e-06,0.852150559425354,1.0183512290629249
52,0.985027551651001,0.07414885715143336,9.999999974752427e-07,0.852150559425354,1.0211224630475044
53,0.9873916506767273,0.06985399154307713,9.999999974752427e-07,0.852150559425354,1.0776038728654385
54,0.9866036176681519,0.06912537832679103,9.999999974752427e-07,0.8481183052062988,1.0226654259798427
Test accuracy: 0.8696236610412598
